,Date,Title,Author,Abstract
47,2016-12-03,"Lieu commun n°10 : La vie, c'est comme une canette de bière",Mill," 10eme billet d'humeur officiel de Mill dans sa très suivie et très inspirante rubrique ""Lieu Commun"". C'est un de ces billets que je préfère : quand le lieu commun sort d'on ne sait où, qu'on l'entend pour la première fois, que personne ne nous a jamais fait la remarque mais qu'in fine c'est pas le principal puisque on est déjà plus dans le billet d'humeur collant un peu trop au sujet, qu'on sort du conceptuel pour plonger en immersion dans un bloc de littérature pure basculant clairement plus dans le camp de la poésie en prose que du reportage journalistique. Ici, portrait social voire sociétal comme on aime bien distinguer de nos jours. Vlan, on se prend une tranche de vie insoupçonnable dans la tronche. ça sent le vécu, ça sue le vécu, ça pue vécu. Peut être pas par Mill, mais quelqu'un à forcément subit ce calvaire, c'est trop bien raconté pour être fictif. Une telle peinture de la condition humaine, on se sent dans l'obligation de coller Emile Zola en illustration. Une fois qu'on a lu le texte par contre deux ou trois semaines vont s'écouler avant qu'on trouve l'ovalbumine et le jaune appétissants de nouveau. Un texte bon contre le cholestérol donc."
48,2016-03-20,Bon vieux temps,Dourak Smerdiakov," En préambule de la #SaintCon2016, Dourak Smerdiakov a lancé un pré-concours de rondels dont les règles sont exposées ici : http://forum.lazone.org/index.php?topic=3544 Le huitième rondel est posté par Dourak en personne. Un rondel nostalgique qui fleure bon les souvenirs d'adolescence, la bière belge d'abbaye, la moule, les frites sauce andalouse et le vomi en langue flamande. Je rappelle que tous les auteurs qui ont posté des rondels jusqu'à présent n'ont pas encore posté de texte de Saint Con. Espérons que la moisson sera bonne. Vous êtes bien entendu tous conviés à poster des rondels. Pour autant ce n'est pas une épreuve obligatoire pour participer à la #SaintCon2016"
49,2016-08-06,Une dent contre toi,CTRL X," Quand on publie un texte de CTRL X , on sait que c'est de la qualité, qu'on a à faire à un vrai écrivain dans l'âme, au delà même du cadre zonard. Excellentissime sujet, le réduire au harcèlement moral au travail serait absurde. La manière de le traiter avec humour et détachement alors que c'est un fait de société dramatique, de plus en plus rependu avec la crise et qui détruit de nombreuses vies, à l'effet d'un shoot de gaz hilarant sur un accidenté de la route en train d'agoniser. Vivement la suite donc."
50,2016-06-13,Des chèvres et des hommes,Hag," L'auteur de ce sublime texte souhaite étrangement rester anonyme et sans pseudo identifiable. J'exauce vos désirs les plus tordus, c'est connu, alors je m'exécute. Quant à la nouvelle, elle est magnifiquement menée tant sur le fond que dans la forme. Style impeccable, humour de qualité garanti sans jeux de mots et calembours, elle est triangulable quelque part entre ""Des souris et des Hommes"" de Steinbeck par son titre, Las Vegas Parano de Hunter S Thompson par sa furie narrative, et l'Enfer de Dante Alighieri par son intrigue. La thématique de la table basse, en hommage à Glaüx, y est abordée de manière assez inattendue et Cronenbergienne. Des tas de références que nihil kiffe, sont par ailleurs, survolées à profusion (probablement un autre hommage). Sinon, le Soma désigne dans l'Hindouisme une plante et un breuvage rituel très apprécié par Indra, d'où l'illustration. L'auteur secret nous promet au moins deux épisodes supplémentaires. Alléluia !"
51,2016-11-08,"Des chèvres et des hommes, partie 2",Hag," Seconde partie du formidable texte ""Des chèvres et des hommes"" de Anonyme. Je vous conseille vivement de lire la première partie si ce n'est déjà fait avant d'enquiller sur la suite sinon vous risquez d'être un peu perdu dans cet univers singulier. Quelque part, au détour d'une route armoricaine, se cache une entrée vers un Enfer où se côtoient démons aux patronymes composés exclusivement de consonnes, d'humains ayant tapé l'incruste, de damnés inutiles recyclés en meubles, de troupeaux de chèvres broutant des prairies de chair, de bêtes mythologiques sécrétant de la drogue en échange de prières. Tout ce petit monde interagit en mode lousdé genre Zadiste en Ardèche avec des dialogues pas piqués des hannetons. Soudain c'est le drame, un meurtre survient et une sorte d'Herakles Navet cornu mène l'enquête, on ne sait pas trop pourquoi. La question intéressante n'étant pas qui est l'assassin mais : ""Puisqu'un humain qui meurt en haut descend en bas, qu'advient-il de l'humain qu'on tue en bas ?"" Quelque part entre Bagdad café, Hellraiser, les Experts Miami et un catalogue Ikea. Incontournable sur la Zone qu'on ait une troisième partie ou pas."
52,2016-02-09,Lanzarote,Muscadet," En 2012, après avoir lu le récit éponyme de Michel Houellebecq puis la possibilité d'une île, Muscadet lors de ses vacances estivales aux Canaries, décide de partir avec le kiki tout dur en direction de Lanzarote. Il décide même de tenir un carnet de voyage pour consigner ses aventures et réaliser un photo-reportage (cf. l'illustration extraite de ses archives personnelles et retouchée par mes soins avec GIMP afin de flouter certaines parties de son anatomie aux dimensions supérieures au pixel qu'il serait fort peu convenable d'exposer à vos chastes yeux d'internautes de l'ère haut débit et 4G) Alors c'est excellemment bien écrit car forcément c'est quand même du Muscadet. Cependant est-ce comparable à du Houellebecq ? Ben j'en sais rien car forcément je n'ai pas lu les deux bouquins en question. Alors faites vous par vous même votre propre avis en comparant la qualité des scènes lesbiennes, la belgitude des personnages, leur résistance au spleen, leur éventuelle fascination pour la secte de Raël qui a fait de Lanzarote la base spirituelle des Lémuriens, Atlantes et autres extraterrestres de leur bestiaire, probablement aussi ces chèvres du futur venues de dimensions parallèles et présentes en profusion dans ce texte et sur la Zone en général depuis quelques temps. Alors attention à vos neurones, car si vous n'y prenez garde, au détour d'un paragraphe vous risquez d'ingérer en quelques lignes l'équivalent de l'intégralité des souvenirs de toute une vie de bourlingueur de Bernard Lavillier. Autant vous dire que l’embolie cérébrale viendra gâcher la fin de votre lecture. Omniscients, sachez, par ailleurs, que vous risquez d'être un peu vexés par quelques passages un peu stéréotypés et dénigrants qui porteront un coup fatal à votre self esteem. Heureusement pour vous, vous n'avez pas d'amour propre et vous ne le savez pas. Une fois prises ces quelques précautions d'usage , vous pourrez lire, en toute sécurité, ce texte de salubrité publique, chaudement recommandé donc, qui vous fera bronzer de l'intérieur pour affronter cette rentrée morose qui s'annonce difficile et ma gueule."
53,2016-09-20,Libéralisme océanique et plateau de fruits de mer,Muscadet," On retrouve Muscadet, notre photo-reporter belge préféré (juste après Tintin), en déplacement professionnel au muséum océanographique de Concarneau dans le Finistère. (faits avérés puisque notre drone renifleur l'a triangulé utilisant le WIFI dans l'enceinte de l'Hotel de l'Océan près d'un buffet à volonté de crustacés puis longuement dans les toilettes du même Hotel) Ici il trimbale en toute circonstance son carnet moleskine et y consigne tous les stimuli que lui bombarde sa réalité locale mais également toutes les réflexions en temps réel que son cerveau, en pleine effervescence, régurgite. Digressions à tout va sur à peu près la totalité des thématiques du Trivial Pursuit. Oh tiens ! Une analyse macropolitique d'une rencontre lambda impromptue et de ses conséquences sur la scène internationale. Oh tiens ! Une mouche. Oh tiens ! Un vortex spatio-temporel permettant d'avoir un hublot sur les faits historiques majeurs et leur incidence sur l'économie touristique contemporaine, celle des crêperies en particulier. Oh tiens ! Un courant d'air. Ah ! Non. Ce n'était que l'actualité. Excellentissime donc parce qu’excellemment bien écrit et super bien maîtrisé. Cependant comme l'impression d'avoir exploré le multivers dématérialisé qu'aurait généré une recherche sur Google. Gros risques de persistance rétinienne de schémas 3D entre divers mots-clefs reliés entre eux par des flèches, l'impression d'avoir enfin compris l'UML, avec un arrière goût bizarre au fond de la glotte : le gonzo journalisme de Hunter S. Thompson en décomposition, enterré par Muscadet, remplacé par la déconne pure au travers du prisme du programme électoral d'Alain Madelin et de son cartel. Hâte de lire l'article qui découlera de ces notes compilées dans Chasse, Pêche, et Disruption Magazine. Où l'on découvre une passion commune entre Muscadet et Dourak : l'aversion de la perfide Albion et de ses citoyens. Le meilleur texte sans équivoque de la rentrée littéraire zonarde depuis 2001."
54,2017-04-19,0.00569 tonnes eq CO2.,v/y/t/m/C," v/y/t/m/C - au soin le lecteur aguerri de trouver quel malicieux zonard se cache sous ce hiéroglyphe moderne - nous gratifie d'un texte maitrisé avec science et mesure; pas de temps mort, pas de fin expédiée, mais un humour subtil et des envolées absurdes ajoutés à une écriture fort agréable à lire, le tout au service d'une histoire simple mais efficace. En faut-il plus ? Il s'agit-là très probablement d'un compétiteur redoutable (comme à son habitude ?) et nul doute qu'il saura se glisser dans de nombreuses intentions de vote cette année."
55,2017-06-21,Á Mars,Muscadet," Comme beaucoup de choses, écrire est illusoire. C'est bien ce qui hante Muscadet, atteint de cette étrange maladie qui veut que certaines âmes voient au delà des ombres que d'autres ont dressé pernicieusement. Muscadet voit au travers, à travers lui même, il examine les détails pour y débusquer vous savez qui, et devant les faits accomplis, délivre dans une langue ciselée - et je pèse peu mes mots contrairement à lui - une vision, comme une source nouvelle qui, année après année, lentement mais sûrement, use la roche jusqu'à former une montagne. A moins d'employer de nihilistes méthodes, une montagne, on ne peut pas la changer. Il faut la prendre tel quel, éternelle, avec ses crevasses, ses aspérités. A l'instar des Pères et de leurs Fils, il convient de l'escalader, d'en atteindre le sommet pour mieux redescendre et entamer à nouveau l'ascension, car tout ce qui élève unit."
56,2017-12-09,Guerres (1/2),Muscadet," Nouvelles pérégrinations pédestres et mentales de Muscadet en Wallonie puisqu'il nous l'avait promis : ""Je n'en dirai pas davantage ce soir, mais j'aurai à dire sur la Sambre en temps voulu."" Méfions-nous des promesses de l'auteur puisqu'il sait ce qu'il veut et fait ce qu'il dit, que la moindre phrase lâchée dans les commentaires peut accoucher d'un chef d'oeuvre qu'on retrouve dans la semaine dans les textes en attente. Première partie aujourd'hui de carnets de voyages qui partent en couille littéraire comme d'habitude. Et les amateurs dont je fais partie ne s'en plaindront pas. Entre digressions historiques à Dinant et Namur, drames des noyés de la Sambre (ou serait-ce la Meuse ?) au moyen âge et quelques slaloms de touristes fluorescents, en exclusivité grand arrivage primeur de flashbacks à profusion du jeune Muscadet dansant le MIA sur la planète MARS donnant la réplique à quelques dealers d'anecdotes et autres drogues moins toxiques, le tout saupoudré de réminiscences et souvenirs familiaux qui indubitablement vous rançonneront de quelques larmichettes et hauts-le-cœur. Rollercoaster émotionnel du mardi matin, veuillez bien accrocher vos sangles et verrouiller la barre de sécurité avant de vous engager dans la lecture."
